"path","classification","git_state","comment","size_bytes","last_write_utc","snapshot_branch","snapshot_commit","audit_date"
".abacusai/temp/d01632bd-6657-4fe7-b1f5-5b97e1f210cd.png","Remove","Ignored","Local tool or configuration artifact. Inspect for secrets and ownership first; remove only after explicit focused-cleanup approval.","1146397","2026-08-19T12:43:50Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
".codex-disabled-20260822/config.toml","Remove","Untracked","Local tool or configuration artifact. Inspect for secrets and ownership first; remove only after explicit focused-cleanup approval.","1049","2026-08-23T11:25:57Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
".codex-disabled-20260822/config.toml.before-mcp-diagnosis.bak","Remove","Untracked","Local tool or configuration artifact. Inspect for secrets and ownership first; remove only after explicit focused-cleanup approval.","1047","2026-08-23T11:25:57Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
".github/workflows/publish.yml","Keep","Tracked","Existing NodePack CI or Registry workflow. Retain and keep technically separate from future Pages validation/deployment.","716","2026-08-14T15:47:40Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
".github/workflows/validate.yml","Keep","Tracked","Existing NodePack CI or Registry workflow. Retain and keep technically separate from future Pages validation/deployment.","1453","2026-08-17T18:33:01Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
".gitignore","Keep","Tracked","Core repository metadata, license, package configuration, or registered-node inventory. Retain and use as audit evidence.","177","2026-08-22T17:59:28Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"BV_DOCS_PLAN.local.md","Keep","Ignored","Binding local documentation plan. Keep gitignored and local; it governs development and publication gates.","28261","2026-08-24T14:01:05Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"comfy-test-error.log","Remove","Ignored","Generated local test log; not a reusable documentation or production source. Removal remains separately approval-gated.","0","2026-08-14T16:30:45Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"comfy-test.log","Remove","Ignored","Generated local test log; not a reusable documentation or production source. Removal remains separately approval-gated.","62213","2026-08-14T16:37:22Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"CONTEXT.md","Review","Tracked","Internal context or handoff material. Determine currency and rewrite verified facts; never publish directly.","3404","2026-08-20T18:37:41Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"data/ai/prompts/regional_enhancer_v1.json","Keep","Tracked","Runtime data, schema, or reproducibility tooling. Retain and validate applicability/provenance for the selected V3 baseline.","7694","2026-08-20T15:14:10Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"data/ai/providers/remote_llm_providers_v1.json","Keep","Tracked","Runtime data, schema, or reproducibility tooling. Retain and validate applicability/provenance for the selected V3 baseline.","3580","2026-08-20T15:14:10Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"data/completion/bv_default_tags.csv","Keep","Tracked","Runtime data, schema, or reproducibility tooling. Retain and validate applicability/provenance for the selected V3 baseline.","5391813","2026-06-19T11:17:42Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"data/completion/README.md","Keep","Tracked","Runtime data, schema, or reproducibility tooling. Retain and validate applicability/provenance for the selected V3 baseline.","685","2026-08-17T08:58:21Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/adr/0001-separate-smart-pipe-contract.md","Keep","Tracked","Architectural decision evidence. Retain as an internal source and reconcile applicability with the evolving V3 contract.","886","2026-08-14T16:17:46Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/adr/0002-renderer-independent-subgraph-ui.md","Keep","Tracked","Architectural decision evidence. Retain as an internal source and reconcile applicability with the evolving V3 contract.","970","2026-08-14T16:17:49Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/adr/0003-wireless-smart-pipe-spine.md","Keep","Tracked","Architectural decision evidence. Retain as an internal source and reconcile applicability with the evolving V3 contract.","19245","2026-08-15T18:37:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/adr/0004-version-regional-usage-in-document.md","Keep","Tracked","Architectural decision evidence. Retain as an internal source and reconcile applicability with the evolving V3 contract.","503","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/anima-lllite-regional-control.md","Review","Tracked","Existing documentation source. Treat as secondary evidence and rewrite against V3 runtime, registrations, tests, and approved terminology.","9032","2026-08-17T16:14:56Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/brand/bv-cyclone-black.svg","Keep","Tracked","Canonical brand or Registry asset with recorded provenance. Retain; verify final Pages role and local-runtime delivery.","572","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/brand/bv-cyclone-light.svg","Keep","Tracked","Canonical brand or Registry asset with recorded provenance. Retain; verify final Pages role and local-runtime delivery.","575","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/brand/bv-cyclone-white.svg","Keep","Tracked","Canonical brand or Registry asset with recorded provenance. Retain; verify final Pages role and local-runtime delivery.","572","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/brand/bv-cyclone.svg","Keep","Tracked","Canonical brand or Registry asset with recorded provenance. Retain; verify final Pages role and local-runtime delivery.","557","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/bv-nodepack-hero.svg","Review","Tracked","Publishing or hero asset candidate. Confirm current brand direction, ownership, intended role, and optimization before migration.","5385","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/publishing/bv-nodepack-workflow-cover.png","Review","Tracked","Publishing or hero asset candidate. Confirm current brand direction, ownership, intended role, and optimization before migration.","819701","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/publishing/bv-nodepack-workflow-cover.svg","Review","Tracked","Publishing or hero asset candidate. Confirm current brand direction, ownership, intended role, and optimization before migration.","4526","2026-08-23T11:23:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/anima-lllite-active.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1439877","2026-08-17T15:58:41Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/anima-lllite-bypass.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1340837","2026-08-17T15:59:19Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/anima-lllite-control-image.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","22023","2026-08-17T16:01:55Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/anima-lllite-editor-overlay.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","659221","2026-08-17T16:03:01Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/anima-lllite-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","946672","2026-08-17T15:53:42Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/anima-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","785024","2026-08-17T12:46:26Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/autocomplete-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","40962","2026-08-17T12:55:34Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/autocomplete-multiline.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","27632","2026-08-17T12:56:02Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/autocomplete-quick-edit.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","52869","2026-08-17T12:54:58Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/completion-settings.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","100143","2026-08-17T16:26:36Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/editor-floating.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","884090","2026-08-17T12:38:13Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/editor-workspace.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","882548","2026-08-17T12:47:34Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/flux2-klein-attention.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1895139","2026-08-18T06:53:39Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/flux2-klein-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1491951","2026-08-18T06:54:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/flux2-klein-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","815110","2026-08-18T06:53:53Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-attention.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1288557","2026-08-18T08:09:04Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-lora-overlap-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","630045","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-lora-overlap.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","805313","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-lora-unbound-reference.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","697139","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-lora-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","521942","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-style-lora-active.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","907502","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-style-lora-disabled.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","758983","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-style-lora-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","946123","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-dual-style-lora-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","674219","2026-08-20T11:48:07Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","957165","2026-08-18T08:09:19Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/krea2-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","612554","2026-08-18T08:10:48Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/prompt-enhancer/anima-original.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1165716","2026-08-20T15:06:50Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/prompt-enhancer/anima-spatially-enhanced.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1137783","2026-08-20T15:07:32Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/quick-edit.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","770637","2026-08-17T12:53:22Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/region-amber-interaction.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","881789","2026-08-17T12:38:50Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/region-amber-main.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","883870","2026-08-17T12:38:39Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/region-brush-arc.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","876428","2026-08-17T12:39:09Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/region-cyan-interaction.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","879138","2026-08-17T12:38:25Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/region-cyan-main.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","884090","2026-08-17T12:38:13Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/regional-editor-title.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","772621","2026-08-17T16:20:40Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/regional-prompt-node.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","11286","2026-08-17T12:52:57Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-illustrious-attention.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1621134","2026-08-18T04:44:00Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-illustrious-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1280555","2026-08-18T04:44:13Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-illustrious-native-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1165255","2026-08-18T04:47:33Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-illustrious-native-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","374990","2026-08-18T04:47:44Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-illustrious-native.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1515567","2026-08-18T04:47:22Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-illustrious-workflow.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","397553","2026-08-18T04:44:30Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-pony-attention.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1183640","2026-08-18T04:52:16Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-pony-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","915481","2026-08-18T04:52:30Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-pony-native-editor.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1347669","2026-08-18T04:54:35Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/sdxl-pony-native.png","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1743053","2026-08-18T04:54:22Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
"docs/assets/regional/SHOT-LIST.md","Review","Tracked","Existing screenshot/media candidate. Verify V3 UI state, crop, naming, asset role, alt text, provenance, and reproducibility before reuse.","1841","2026-08-17T13:01:55Z","codex/regional-context-v3","6a14adb57e00a8fb04c4b6af88b053c675e8ccfc","2026-08-24"
